ACCESSION,DISPLAY_NAME,DNA_URL,PEP_URL,GFF_URL
GCA_000836335.1,Cryptococcus gattii CA1280 (GCA_000836335),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1280_gca_000836335/dna/Cryptococcus_gattii_ca1280_gca_000836335.Cryp_gatt_CA1280_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1280_gca_000836335/pep/Cryptococcus_gattii_ca1280_gca_000836335.Cryp_gatt_CA1280_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1280_gca_000836335/Cryptococcus_gattii_ca1280_gca_000836335.Cryp_gatt_CA1280_V1.49.gff3.gz
GCA_000855695.1,Cryptococcus gattii CA1873 (GCA_000855695),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1873_gca_000855695/dna/Cryptococcus_gattii_ca1873_gca_000855695.Cryp_gatt_CA1873_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1873_gca_000855695/pep/Cryptococcus_gattii_ca1873_gca_000855695.Cryp_gatt_CA1873_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1873_gca_000855695/Cryptococcus_gattii_ca1873_gca_000855695.Cryp_gatt_CA1873_V1.49.gff3.gz
GCA_000875815.1,Cryptococcus gattii E566 (GCA_000875815),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_e566_gca_000875815/dna/Cryptococcus_gattii_e566_gca_000875815.Cryp_gatt_E566_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_e566_gca_000875815/pep/Cryptococcus_gattii_e566_gca_000875815.Cryp_gatt_E566_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_e566_gca_000875815/Cryptococcus_gattii_e566_gca_000875815.Cryp_gatt_E566_V1.49.gff3.gz
GCA_000835745.1,Cryptococcus gattii EJB2 (GCA_000835745),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ejb2_gca_000835745/dna/Cryptococcus_gattii_ejb2_gca_000835745.Cryp_gatt_EJB2_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ejb2_gca_000835745/pep/Cryptococcus_gattii_ejb2_gca_000835745.Cryp_gatt_EJB2_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_ejb2_gca_000835745/Cryptococcus_gattii_ejb2_gca_000835745.Cryp_gatt_EJB2_V1.49.gff3.gz
GCA_000935105.1,Cryptococcus gattii NT-10 (GCA_000935105),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_nt_10_gca_000935105/dna/Cryptococcus_gattii_nt_10_gca_000935105.Cryp_gatt_NT-10_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_nt_10_gca_000935105/pep/Cryptococcus_gattii_nt_10_gca_000935105.Cryp_gatt_NT-10_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_nt_10_gca_000935105/Cryptococcus_gattii_nt_10_gca_000935105.Cryp_gatt_NT-10_V1.49.gff3.gz
GCA_000836355.1,Cryptococcus gattii Ru294 (GCA_000836355),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ru294_gca_000836355/dna/Cryptococcus_gattii_ru294_gca_000836355.Cryp_gatt_Ru294_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ru294_gca_000836355/pep/Cryptococcus_gattii_ru294_gca_000836355.Cryp_gatt_Ru294_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_ru294_gca_000836355/Cryptococcus_gattii_ru294_gca_000836355.Cryp_gatt_Ru294_V1.49.gff3.gz
GCA_000835815.1,Cryptococcus gattii VGII 2001/935-1 (GCA_000835815),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_2001_935_1_gca_000835815/dna/Cryptococcus_gattii_vgii_2001_935_1_gca_000835815.Cryp_gatt_2001_935-1_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_2001_935_1_gca_000835815/pep/Cryptococcus_gattii_vgii_2001_935_1_gca_000835815.Cryp_gatt_2001_935-1_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_2001_935_1_gca_000835815/Cryptococcus_gattii_vgii_2001_935_1_gca_000835815.Cryp_gatt_2001_935-1_V1.49.gff3.gz
GCA_000836455.1,Cryptococcus gattii VGII 99/473 (GCA_000836455),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_99_473_gca_000836455/dna/Cryptococcus_gattii_vgii_99_473_gca_000836455.Cryp_gatt_99_473_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_99_473_gca_000836455/pep/Cryptococcus_gattii_vgii_99_473_gca_000836455.Cryp_gatt_99_473_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_99_473_gca_000836455/Cryptococcus_gattii_vgii_99_473_gca_000836455.Cryp_gatt_99_473_V1.49.gff3.gz
GCA_000875795.1,Cryptococcus gattii VGII CA1014 (GCA_000875795),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ca1014_gca_000875795/dna/Cryptococcus_gattii_vgii_ca1014_gca_000875795.Cryp_gatt_CA1014_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ca1014_gca_000875795/pep/Cryptococcus_gattii_vgii_ca1014_gca_000875795.Cryp_gatt_CA1014_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ca1014_gca_000875795/Cryptococcus_gattii_vgii_ca1014_gca_000875795.Cryp_gatt_CA1014_V1.49.gff3.gz
GCA_000835765.1,Cryptococcus gattii VGII CBS 10090 (GCA_000835765),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_cbs_10090_gca_000835765/dna/Cryptococcus_gattii_vgii_cbs_10090_gca_000835765.Cryp_gatt_CBS10090_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_cbs_10090_gca_000835765/pep/Cryptococcus_gattii_vgii_cbs_10090_gca_000835765.Cryp_gatt_CBS10090_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_cbs_10090_gca_000835765/Cryptococcus_gattii_vgii_cbs_10090_gca_000835765.Cryp_gatt_CBS10090_V1.49.gff3.gz
GCA_000836315.1,Cryptococcus gattii VGII LA55 (GCA_000836315),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_la55_gca_000836315/dna/Cryptococcus_gattii_vgii_la55_gca_000836315.Cryp_gatt_LA55_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_la55_gca_000836315/pep/Cryptococcus_gattii_vgii_la55_gca_000836315.Cryp_gatt_LA55_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_la55_gca_000836315/Cryptococcus_gattii_vgii_la55_gca_000836315.Cryp_gatt_LA55_V1.49.gff3.gz
GCA_000875855.1,Cryptococcus gattii VGII MMRL2647 (GCA_000875855),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_mmrl2647_gca_000875855/dna/Cryptococcus_gattii_vgii_mmrl2647_gca_000875855.Cryp_gatt_MMRL2647_V2.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_mmrl2647_gca_000875855/pep/Cryptococcus_gattii_vgii_mmrl2647_gca_000875855.Cryp_gatt_MMRL2647_V2.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_mmrl2647_gca_000875855/Cryptococcus_gattii_vgii_mmrl2647_gca_000875855.Cryp_gatt_MMRL2647_V2.49.gff3.gz
GCA_000149475.3,Cryptococcus gattii VGII R265 (GCA_000149475),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_r265_gca_000149475/dna/Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_r265_gca_000149475/pep/Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_r265_gca_000149475/Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.49.gff3.gz
GCA_000836375.1,Cryptococcus gattii VGII Ram5 (GCA_000836375),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ram5_gca_000836375/dna/Cryptococcus_gattii_vgii_ram5_gca_000836375.Cryp_gatt_Ram5_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ram5_gca_000836375/pep/Cryptococcus_gattii_vgii_ram5_gca_000836375.Cryp_gatt_Ram5_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ram5_gca_000836375/Cryptococcus_gattii_vgii_ram5_gca_000836375.Cryp_gatt_Ram5_V1.49.gff3.gz
GCA_000835755.1,Cryptococcus gattii VGIV IND107 (GCA_000835755),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgiv_ind107_gca_000835755/dna/Cryptococcus_gattii_vgiv_ind107_gca_000835755.Cryp_gatt_IND107_V2.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgiv_ind107_gca_000835755/pep/Cryptococcus_gattii_vgiv_ind107_gca_000835755.Cryp_gatt_IND107_V2.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_vgiv_ind107_gca_000835755/Cryptococcus_gattii_vgiv_ind107_gca_000835755.Cryp_gatt_IND107_V2.49.gff3.gz
GCA_000185945.1,Cryptococcus gattii WM276 (GCA_000185945),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_wm276_gca_000185945/dna/Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_wm276_gca_000185945/pep/Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_gattii_wm276_gca_000185945/Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.49.gff3.gz
GCA_000091045.1,Cryptococcus neoformans var. neoformans JEC21,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/cryptococcus_neoformans/dna/Cryptococcus_neoformans.ASM9104v1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/cryptococcus_neoformans/pep/Cryptococcus_neoformans.ASM9104v1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/cryptococcus_neoformans/Cryptococcus_neoformans.ASM9104v1.49.gff3.gz
GCA_002215885.1,Cryptococcus neoformans var. grubii 125.91 (GCA_002215885),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_125_91_gca_002215885/dna/Cryptococcus_neoformans_var_grubii_125_91_gca_002215885.Cryp_neof_125_91_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_125_91_gca_002215885/pep/Cryptococcus_neoformans_var_grubii_125_91_gca_002215885.Cryp_neof_125_91_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_125_91_gca_002215885/Cryptococcus_neoformans_var_grubii_125_91_gca_002215885.Cryp_neof_125_91_V1.49.gff3.gz
GCA_002221985.1,Cryptococcus neoformans var. grubii A1-35-8 (GCA_002221985),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985/dna/Cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985.Cryp_neof_grubii_A1-35-8_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985/pep/Cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985.Cryp_neof_grubii_A1-35-8_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985/Cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985.Cryp_neof_grubii_A1-35-8_V1.49.gff3.gz
GCA_002222375.1,Cryptococcus neoformans var. grubii A2-102-5 (GCA_002222375),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375/dna/Cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375.Cryp_neof_A2_102_5_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375/pep/Cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375.Cryp_neof_A2_102_5_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375/Cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375.Cryp_neof_A2_102_5_V1.49.gff3.gz
GCA_002222215.1,Cryptococcus neoformans var. grubii A5-35-17 (GCA_002222215),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215/dna/Cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215.Cryp_neof_grubii_A5-35-17_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215/pep/Cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215.Cryp_neof_grubii_A5-35-17_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215/Cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215.Cryp_neof_grubii_A5-35-17_V1.49.gff3.gz
GCA_002220445.1,Cryptococcus neoformans var. grubii AD1-7a (GCA_002220445),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445/dna/Cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445.Cryp_neof_AD1_7a_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445/pep/Cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445.Cryp_neof_AD1_7a_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445/Cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445.Cryp_neof_AD1_7a_V1.49.gff3.gz
GCA_002215765.1,Cryptococcus neoformans var. grubii AD1-83a (GCA_002215765),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765/dna/Cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765.Cryp_neof_AD1_83a_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765/pep/Cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765.Cryp_neof_AD1_83a_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765/Cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765.Cryp_neof_AD1_83a_V1.49.gff3.gz
GCA_002215775.1,Cryptococcus neoformans var. grubii AD2-60a (GCA_002215775),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775/dna/Cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775.Cryp_neof_AD2_60a_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775/pep/Cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775.Cryp_neof_AD2_60a_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775/Cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775.Cryp_neof_AD2_60a_V1.49.gff3.gz
GCA_002222225.1,Cryptococcus neoformans var. grubii Br795 (GCA_002222225),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_br795_gca_002222225/dna/Cryptococcus_neoformans_var_grubii_br795_gca_002222225.Cryp_neof_Br795_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_br795_gca_002222225/pep/Cryptococcus_neoformans_var_grubii_br795_gca_002222225.Cryp_neof_Br795_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_br795_gca_002222225/Cryptococcus_neoformans_var_grubii_br795_gca_002222225.Cryp_neof_Br795_V1.49.gff3.gz
GCA_002222465.1,Cryptococcus neoformans var. grubii Bt120 (GCA_002222465),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt120_gca_002222465/dna/Cryptococcus_neoformans_var_grubii_bt120_gca_002222465.Cryp_neof_Bt120_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt120_gca_002222465/pep/Cryptococcus_neoformans_var_grubii_bt120_gca_002222465.Cryp_neof_Bt120_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt120_gca_002222465/Cryptococcus_neoformans_var_grubii_bt120_gca_002222465.Cryp_neof_Bt120_V1.49.gff3.gz
GCA_002222335.1,Cryptococcus neoformans var. grubii Bt15 (GCA_002222335),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt15_gca_002222335/dna/Cryptococcus_neoformans_var_grubii_bt15_gca_002222335.Cryp_neof_Bt15_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt15_gca_002222335/pep/Cryptococcus_neoformans_var_grubii_bt15_gca_002222335.Cryp_neof_Bt15_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt15_gca_002222335/Cryptococcus_neoformans_var_grubii_bt15_gca_002222335.Cryp_neof_Bt15_V1.49.gff3.gz
GCA_002215705.1,Cryptococcus neoformans var. grubii Bt1 (GCA_002215705),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt1_gca_002215705/dna/Cryptococcus_neoformans_var_grubii_bt1_gca_002215705.Cryp_neof_Bt1_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt1_gca_002215705/pep/Cryptococcus_neoformans_var_grubii_bt1_gca_002215705.Cryp_neof_Bt1_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt1_gca_002215705/Cryptococcus_neoformans_var_grubii_bt1_gca_002215705.Cryp_neof_Bt1_V1.49.gff3.gz
GCA_002234625.1,Cryptococcus neoformans var. grubii Bt63 (GCA_002234625),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt63_gca_002234625/dna/Cryptococcus_neoformans_var_grubii_bt63_gca_002234625.Cryp_neof_Bt63_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt63_gca_002234625/pep/Cryptococcus_neoformans_var_grubii_bt63_gca_002234625.Cryp_neof_Bt63_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt63_gca_002234625/Cryptococcus_neoformans_var_grubii_bt63_gca_002234625.Cryp_neof_Bt63_V1.49.gff3.gz
GCA_002215835.1,Cryptococcus neoformans var. grubii Bt85 (GCA_002215835),http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt85_gca_002215835/dna/Cryptococcus_neoformans_var_grubii_bt85_gca_002215835.Cryp_neof_Bt85_V1.dna.toplevel.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt85_gca_002215835/pep/Cryptococcus_neoformans_var_grubii_bt85_gca_002215835.Cryp_neof_Bt85_V1.pep.all.fa.gz,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/gff3/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt85_gca_002215835/Cryptococcus_neoformans_var_grubii_bt85_gca_002215835.Cryp_neof_Bt85_V1.49.gff3.gz
